,SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
152447,NSE,E,14459,EQUITY,0,LEXUS,1.0,Lexus Granito,,,,5.0,,ES,EQ,LEXUS GRANITO (INDIA) LTD
152449,NSE,E,14479,EQUITY,0,DIVGIITTS,1.0,Divgi Torqtransfer Systems,,,,5.0,,ES,EQ,DIVGI TORQTRANSFER SYST L
152450,NSE,E,1448,EQUITY,0,HLVLTD,1.0,Hotel Leela Venture,,,,5.0,,ES,EQ,HLV LIMITED
152451,NSE,E,14480,EQUITY,0,GOKULAGRO,1.0,Gokul Agro Resources,,,,5.0,,ES,EQ,GOKUL AGRO RESOURCES LTD
152452,NSE,E,14485,EQUITY,0,THEMISMED,1.0,THEMIS MEDICARE LTD.,,,,5.0,,ES,EQ,THEMIS MEDICARE LTD.
152454,NSE,E,14490,EQUITY,0,NCLIND,1.0,NCL Industries,,,,5.0,,ES,EQ,NCL INDUSTRIES LIMITED
152455,NSE,E,14491,EQUITY,0,VERTEXPLUS,600.0,Vertexplus Technologies,,,,5.0,,ES,SM,VERTEXPLUS TECHNOLOGIES L
152458,NSE,E,14501,EQUITY,0,BALAMINES,1.0,Balaji Amines,,,,5.0,,ES,EQ,BALAJI AMINES LIMITED
152459,NSE,E,14506,EQUITY,0,SYSTANGO,400.0,Systango Technologies,,,,5.0,,ES,SM,SYSTANGO TECHNOLOGIES LTD
152460,NSE,E,14511,EQUITY,0,BANSWRAS,1.0,BANSWARA SYNTEX LIMITED,,,,5.0,,ES,EQ,BANSWARA SYNTEX LIMITED
152463,NSE,E,14523,EQUITY,0,ICRA,1.0,ICRA,,,,5.0,,ES,EQ,ICRA LIMITED
152472,NSE,E,14537,EQUITY,0,DISHTV,1.0,Dish TV,,,,5.0,,ES,EQ,DISH TV INDIA LTD.
152476,NSE,E,14547,EQUITY,0,NDLVENTURE,1.0,NDL Ventures,,,,5.0,,ES,EQ,NDL VENTURES LIMITED
152479,NSE,E,1455,EQUITY,0,HIL,1.0,Hyderabad Industries,,,,5.0,,ES,EQ,HIL LIMITED
152480,NSE,E,14552,EQUITY,0,PHOENIXLTD,1.0,Phoenix Mills,,,,5.0,,ES,EQ,THE PHOENIX MILLS LTD
152483,NSE,E,14557,EQUITY,0,AROGRANITE,1.0,Aro Granite Industries,,,,5.0,,ES,EQ,ARO GRANITE IND. LTD.
152486,NSE,E,14562,EQUITY,0,ZENITHSTL,1.0,Zenith Steel Pipes & Industries,,,,5.0,,ES,EQ,ZENITH STEEL PIP IND LTD
152489,NSE,E,14567,EQUITY,0,BFUTILITIE,1.0,BF Utilities,,,,5.0,,ES,EQ,BF UTILITIES LIMITED
152490,NSE,E,14574,EQUITY,0,MCON,1000.0,Mcon Rasayan,,,,5.0,,ES,SM,MCON RASAYAN INDIA LTD
152491,NSE,E,14582,EQUITY,0,SRHHYPOLTD,1.0,Sree Rayalaseema Hi-Strength Hypo,,,,5.0,,ES,EQ,SREE RAYALSEEMA HHP LTD.
152493,NSE,E,14590,EQUITY,0,VELS,1200.0,Vels Film International,,,,5.0,,ES,SM,VELS FILM INTERNATIONAL L
152494,NSE,E,14592,EQUITY,0,FORTIS,1.0,Fortis Healthcare,,,,5.0,,ES,EQ,FORTIS HEALTHCARE LTD
152495,NSE,E,14597,EQUITY,0,ALPHAGEO,1.0,Alphageo,,,,5.0,,ES,EQ,ALPHAGEO (INDIA) LIMITED
152497,NSE,E,14599,EQUITY,0,GSLSU,1.0,Global Surfaces,,,,5.0,,ES,EQ,GLOBAL SURFACES LIMITED
152498,NSE,E,14602,EQUITY,0,WEBELSOLAR,1.0,Websol Energy System,,,,5.0,,ES,EQ,WEBSOL ENERGY SYSTEM LTD
152499,NSE,E,14607,EQUITY,0,TGBHOTELS,1.0,TGB Banquets & Hotels,,,,5.0,,ES,EQ,TGB BANQUETS&HOTELS LTD
152500,NSE,E,14612,EQUITY,0,SIMBHALS,1.0,Simbhaoli Sugars,,,,5.0,,ES,EQ,SIMBHAOLI SUGARS LTD.
152501,NSE,E,14613,EQUITY,0,QFIL,1000.0,Quality Foils,,,,5.0,,ES,SM,QUALITY FOILS (INDIA) LTD
152502,NSE,E,14618,EQUITY,0,CHEMBOND,1.0,Chembond Chemicals,,,,5.0,,ES,EQ,CHEMBOND CHEMICALS LTD
152503,NSE,E,14627,EQUITY,0,HILTON,1.0,Hilton Metal Forging,,,,5.0,,ES,EQ,HILTON METAL FORGING LTD
152504,NSE,E,14628,EQUITY,0,FSC,1.0,Future Supply Chain Solutions,,,,5.0,,ES,BZ,FUTURE SUPP CHAIN SOL LTD
152505,NSE,E,14630,EQUITY,0,SANCO,1.0,Sanco Industries,,,,5.0,,ES,BZ,SANCO INDUSTRIES LIMITED
152526,NSE,E,14657,EQUITY,0,INSECTICID,1.0,Insecticides,,,,5.0,,ES,EQ,INSECTICIDES (I) LTD
152530,NSE,E,14667,EQUITY,0,KMSUGAR,1.0,KM Sugar Mills,,,,5.0,,ES,EQ,K M SUGAR MILLS LTD
152531,NSE,E,1467,EQUITY,0,AKZOINDIA,1.0,Akzo Nobel,,,,5.0,,ES,EQ,AKZO NOBEL INDIA LIMITED
152532,NSE,E,14672,EQUITY,0,NAVINFLUOR,1.0,Navin Fluorine International,,,,5.0,,ES,EQ,NAVIN FLUORINE INT. LTD
152535,NSE,E,14681,EQUITY,0,GUJAPOLLO,1.0,Gujarat Apollo Industries,,,,5.0,,ES,BE,GUJ. APOLLO IND. LTD.
152537,NSE,E,14687,EQUITY,0,GOACARBON,1.0,Goa Carbon,,,,5.0,,ES,EQ,GOA CARBON LIMITED
152541,NSE,E,14702,EQUITY,0,NAGREEKEXP,1.0,Nagreeka Exports,,,,5.0,,ES,EQ,NAGREEKA EXPORTS LTD.
152543,NSE,E,14707,EQUITY,0,TIMETECHNO,1.0,Time Technoplast,,,,5.0,,ES,EQ,TIME TECHNOPLAST LTD.
152545,NSE,E,14712,EQUITY,0,HGS,1.0,Hinduja Global Solutions,,,,5.0,,ES,EQ,HINDUJA GLOBAL SOLS. LTD.
152548,NSE,E,1472,EQUITY,0,ACCURACY,1.0,ACCURACY SHIPPING LIMITED,,,,5.0,,ES,BE,ACCURACY SHIPPING LIMITED
152551,NSE,E,14722,EQUITY,0,NIRMAN,600.0,Nirman Agri Genetics,,,,5.0,,ES,SM,NIRMAN AGRI GENTICS LTD
152554,NSE,E,14732,EQUITY,0,DLF,1.0,DLF,,,,5.0,,ES,EQ,DLF LIMITED
152559,NSE,E,14739,EQUITY,0,TECILCHEM,1.0,Tecil Chemicals & Hydro Power,,,,5.0,,ES,BE,TECIL CHEMICALS
152561,NSE,E,14745,EQUITY,0,ADVANIHOTR,1.0,Advani Hotels & Resorts,,,,5.0,,ES,EQ,ADVANI HOT.& RES.(I) LTD
152567,NSE,E,1476,EQUITY,0,IDBI,1.0,IDBI Bank,,,,5.0,,ES,EQ,IDBI BANK LIMITED
152568,NSE,E,14761,EQUITY,0,NELCAST,1.0,Nelcast,,,,5.0,,ES,EQ,NELCAST LIMITED
152573,NSE,E,14770,EQUITY,0,V2RETAIL,1.0,V2 Retail,,,,5.0,,ES,BE,V2 RETAIL LIMITED
152576,NSE,E,14775,EQUITY,0,TARMAT,1.0,Tarmat,,,,5.0,,ES,BE,TARMAT LIMITED
152583,NSE,E,14792,EQUITY,0,SPARC,1.0,Sun Pharma Advanced Research Co,,,,5.0,,ES,BE,SUN PHARMA ADV.RES.CO.LTD
152584,NSE,E,14793,EQUITY,0,MEGASOFT,1.0,Megasoft,,,,5.0,,ES,EQ,MEGASOFT LTD
152587,NSE,E,1480,EQUITY,0,REPL,1.0,Rudrabhishek Enterprises,,,,5.0,,ES,EQ,RUDRABHISHEK ENTERP LTD
152592,NSE,E,14813,EQUITY,0,ADSL,1.0,Allied Digital Services,,,,5.0,,ES,EQ,ALLIED DIGITAL SERV. LTD
152597,NSE,E,1482,EQUITY,0,IFBAGRO,1.0,IFB Agro Industries,,,,5.0,,ES,EQ,IFB AGRO INDUSTRIES LTD
152603,NSE,E,14828,EQUITY,0,WSI,1.0,WS Industries,,,,5.0,,ES,EQ,W.S.INDUSTRIES (I) LTD.
152608,NSE,E,14838,EQUITY,0,DECCANCE,1.0,Deccan Cements,,,,5.0,,ES,EQ,DECCAN CEMENTS LIMITED
152611,NSE,E,14843,EQUITY,0,VIPCLOTHNG,1.0,VIP Clothing,,,,5.0,,ES,EQ,VIP CLOTHING LIMITED
152614,NSE,E,14848,EQUITY,0,ALPA,1.0,Alpa Laboratories,,,,5.0,,ES,EQ,ALPA LABORATORIES LTD
152616,NSE,E,1485,EQUITY,0,IFBIND,1.0,IFB Industries,,,,5.0,,ES,EQ,IFB INDUSTRIES LTD
152618,NSE,E,14853,EQUITY,0,OMAXE,1.0,Omaxe,,,,5.0,,ES,EQ,OMAXE LIMITED
152624,NSE,E,14868,EQUITY,0,FLFL,1.0,Future Lifestyle Fashions,,,,5.0,,ES,BZ,FUT LIFESTYLE FASH LTD
152626,NSE,E,14872,EQUITY,0,USK,1.0,Udayshivkumar Infra,,,,5.0,,ES,BE,UDAYSHIVAKUMAR INFRA LTD
152627,NSE,E,14889,EQUITY,0,ASIANTILES,1.0,Asian Granito,,,,5.0,,ES,EQ,ASIAN GRANITO IND. LTD.
152628,NSE,E,14894,EQUITY,0,CENTRALBK,1.0,Central Bank of India,,,,5.0,,ES,EQ,CENTRAL BANK OF INDIA
152629,NSE,E,14895,EQUITY,0,AKI,1.0,AKI India,,,,5.0,,ES,BE,AKI INDIA LIMITED
152631,NSE,E,14900,EQUITY,0,SAHYADRI,1.0,Sahyadri Industries,,,,5.0,,ES,EQ,SAHYADRI INDUSTRIES LTD
152632,NSE,E,14902,EQUITY,0,ELECTHERM,1.0,Electrotherm,,,,5.0,,ES,BE,ELECTROTHERM (I) LTD.
152633,NSE,E,14908,EQUITY,0,KDDL,1.0,KDDL,,,,5.0,,ES,EQ,KDDL LIMITED
152634,NSE,E,1491,EQUITY,0,IFCI,1.0,IFCI,,,,5.0,,ES,EQ,IFCI LTD
152635,NSE,E,14912,EQUITY,0,KPRMILL,1.0,KPR MILL LTD.,,,,5.0,,ES,EQ,KPR MILL LTD.
152636,NSE,E,14917,EQUITY,0,TAKE,1.0,Take Solutions,,,,5.0,,ES,EQ,TAKE SOLUTIONS LTD
152637,NSE,E,14922,EQUITY,0,PURVA,1.0,Puravankara,,,,5.0,,ES,EQ,PURAVANKARA LIMITED
152638,NSE,E,14929,EQUITY,0,LAL,1.0,LORENZINI APPARELS LTD,,,,5.0,,ES,BE,LORENZINI APPARELS LTD
152639,NSE,E,14932,EQUITY,0,ISMTLTD,1.0,ISMT,,,,5.0,,ES,EQ,ISMT LIMITED
152640,NSE,E,14937,EQUITY,0,CIEINDIA,1.0,CIE Automotive,,,,5.0,,ES,EQ,CIE AUTOMOTIVE INDIA LTD
152642,NSE,E,1494,EQUITY,0,RBA,1.0,Restaurant Brand Asia (Burger King),,,,5.0,,ES,EQ,RESTAURANT BRAND ASIA LTD
152643,NSE,E,14943,EQUITY,0,NAGREEKCAP,1.0,Nagreeka Capital & Infrastructure,,,,5.0,,ES,BE,NAGREEKA CAP & INFR.LTD
152645,NSE,E,14947,EQUITY,0,MOTILALOFS,1.0,Motilal Oswal Financial Services,,,,5.0,,ES,EQ,MOTILAL OSWAL FIN LTD
152649,NSE,E,14956,EQUITY,0,INDOWIND,1.0,Indowind Energy,,,,5.0,,ES,BE,INDOWIND ENERGY LTD
152650,NSE,E,14957,EQUITY,0,MAGNUM,1.0,Magnum Ventures,,,,5.0,,ES,EQ,MAGNUM VENTURES LTD.
152653,NSE,E,14966,EQUITY,0,CSBBANK,1.0,CSB Bank,,,,5.0,,ES,EQ,CSB BANK LIMITED
152654,NSE,E,1497,EQUITY,0,SHIVAMILLS,1.0,Shiva Mills,,,,5.0,,ES,EQ,SHIVA MILLS LIMITED
152657,NSE,E,14972,EQUITY,0,KSCL,1.0,Kaveri Seed Company,,,,5.0,,ES,EQ,KAVERI SEED CO. LTD.
152659,NSE,E,14977,EQUITY,0,POWERGRID,1.0,Power Grid Corporation of India,,,,5.0,,ES,EQ,POWER GRID CORP. LTD.
152660,NSE,E,14982,EQUITY,0,CENTUM,1.0,Centum Electronics,,,,5.0,,ES,EQ,CENTUM ELECTRONICS LTD
152661,NSE,E,14993,EQUITY,0,SOTAC,1200.0,Sotac Pharmaceuticals,,,,5.0,,ES,SM,SOTAC PHARMACEUTICALS LTD
152662,NSE,E,15007,EQUITY,0,MANGCHEFER,1.0,Mangalore Chemicals & Fertilizers,,,,5.0,,ES,EQ,MANG.CHEM.FERT.LTD
152666,NSE,E,15017,EQUITY,0,MAANALU,1.0,MAAN ALUMINIUM LIMITED,,,,5.0,,ES,EQ,MAAN ALUMINIUM LIMITED
152669,NSE,E,15030,EQUITY,0,ASCOM,500.0,Ascom Leasing & Investments,,,,5.0,,ES,ST,ASCOM LEASIN & INVEST LTD
152671,NSE,E,15034,EQUITY,0,BAJAJELEC,1.0,Bajaj Electricals,,,,5.0,,ES,EQ,BAJAJ ELECT.LTD
152672,NSE,E,15036,EQUITY,0,INFINIUM,500.0,Infinium Pharmachem,,,,5.0,,ES,SM,INFINIUM PHARMACHEM LTD
152673,NSE,E,15039,EQUITY,0,CERA,1.0,Cera Sanitaryware,,,,5.0,,ES,EQ,CERA SANITARYWARE LTD
152674,NSE,E,15044,EQUITY,0,DELTACORP,1.0,Delta Corp,,,,5.0,,ES,EQ,DELTA CORP LIMITED
152676,NSE,E,15049,EQUITY,0,ENERGYDEV,1.0,Energy Development Company,,,,5.0,,ES,EQ,ENERGY DEVE. CO.LTD
152678,NSE,E,15051,EQUITY,0,MOS,1600.0,Mos Utility,,,,5.0,,ES,SM,MOS UTILITY LIMITED
152679,NSE,E,15058,EQUITY,0,AVALON,1.0,Avalon Technologies,,,,5.0,,ES,EQ,AVALON TECHNOLOGIES LTD
152681,NSE,E,15067,EQUITY,0,BLAL,1.0,BEML Land Assets,,,,5.0,,ES,EQ,BEML LAND ASSETS LIMITED
152682,NSE,E,15068,EQUITY,0,RELIGARE,1.0,Religare Enterprises,,,,5.0,,ES,EQ,RELIGARE ENTER. LTD.
152684,NSE,E,15077,EQUITY,0,BVCL,1.0,Barak Valley Cements,,,,5.0,,ES,BE,BARAK VALLEY CEM. LTD.
152686,NSE,E,1508,EQUITY,0,ASTERDM,1.0,Aster DM Healthcare,,,,5.0,,ES,EQ,ASTER DM HEALTHCARE LTD.
152688,NSE,E,15083,EQUITY,0,ADANIPORTS,1.0,Adani Ports & SEZ,,,,5.0,,ES,EQ,ADANI PORT & SEZ LTD
152698,NSE,E,15119,EQUITY,0,EDELWEISS,1.0,Edelweiss Financial Services,,,,5.0,,ES,EQ,EDELWEISS FIN SERV LTD
152699,NSE,E,1512,EQUITY,0,INDHOTEL,1.0,Indian Hotels Company,,,,5.0,,ES,EQ,THE INDIAN HOTELS CO. LTD
152701,NSE,E,15124,EQUITY,0,KOLTEPATIL,1.0,Kolte Patil Developers,,,,5.0,,ES,EQ,KOLTE PATIL DEV. LTD.
152702,NSE,E,15126,EQUITY,0,SVLL,1.0,Shree Vasu Logistics,,,,5.0,,ES,BE,SHREE VASU LOGISTICS LTD
152703,NSE,E,15129,EQUITY,0,RGL,1.0,RENAISSANCE GLOBAL LTD,,,,5.0,,ES,EQ,RENAISSANCE GLOBAL LTD
152706,NSE,E,15136,EQUITY,0,KAUSHALYA,1.0,KAUSHALYA INFRA DEV LTD.,,,,5.0,,ES,EQ,KAUSHALYA INFRA DEV LTD.
152707,NSE,E,15137,EQUITY,0,PATTECH,1500.0,Pattech Fitwell Tube Components,,,,5.0,,ES,SM,PATTECH FITWELL TUB COM L
152708,NSE,E,15141,EQUITY,0,COLPAL,1.0,Colgate Palmolive,,,,5.0,,ES,EQ,COLGATE PALMOLIVE LTD.
152709,NSE,E,15146,EQUITY,0,JYOTHYLAB,1.0,Jyothy Laboratories,,,,5.0,,ES,EQ,JYOTHY LABS LIMITED
152710,NSE,E,1515,EQUITY,0,INDIACEM,1.0,India Cements,,,,5.0,,ES,EQ,THE INDIA CEMENTS LIMITED
152711,NSE,E,15153,EQUITY,0,AGUL,2000.0,AG Universal,,,,5.0,,ES,ST,A G UNIVERSAL LIMITED
152712,NSE,E,15155,EQUITY,0,MADHAV,1.0,Madhav Marble & Granites,,,,5.0,,ES,BE,MADHAV MARBLE & GRANITE
152713,NSE,E,15156,EQUITY,0,KALYANIFRG,1.0,Kalyani Forge,,,,5.0,,ES,EQ,KALYANI FORGE LIMITED
152715,NSE,E,15161,EQUITY,0,HITECHCORP,1.0,Hitech Corporation,,,,5.0,,ES,EQ,HITECH CORPORATION LTD
152716,NSE,E,15162,EQUITY,0,RHL,1.0,Robust Hotels,,,,5.0,,ES,BE,ROBUST HOTELS LIMITED
152718,NSE,E,15178,EQUITY,0,TRIL,1.0,Transformers & Rectifiers,,,,5.0,,ES,BE,TRANS & RECTI. LTD
152719,NSE,E,15179,EQUITY,0,ECLERX,1.0,eClerx Services,,,,5.0,,ES,EQ,ECLERX SERVICES LTD
152720,NSE,E,15180,EQUITY,0,KIRLPNU,1.0,Kirloskar Pneumatic Company,,,,5.0,,ES,EQ,KIRLOSKAR PNEUMATIC COM L
152721,NSE,E,15184,EQUITY,0,BRIGADE,1.0,Brigade Enterprises,,,,5.0,,ES,EQ,BRIGADE ENTER. LTD
152722,NSE,E,15193,EQUITY,0,BGRENERGY,1.0,BGR Energy Systems,,,,5.0,,ES,BE,BGR ENERGY SYSTEMS LTD
152723,NSE,E,15194,EQUITY,0,BURNPUR,1.0,Burnpur Cement,,,,5.0,,ES,EQ,BURNPUR CEMENT LTD.
152724,NSE,E,15199,EQUITY,0,MANAKSIA,1.0,Manaksia,,,,5.0,,ES,EQ,MANAKSIA LTD.
152725,NSE,E,15204,EQUITY,0,ARIES,1.0,Aries Agro,,,,5.0,,ES,EQ,ARIES AGRO LTD.
152727,NSE,E,15209,EQUITY,0,PPAP,1.0,PPAP Automotive,,,,5.0,,ES,EQ,PPAP AUTOMOTIVE LIMITED
152728,NSE,E,1521,EQUITY,0,INDIAGLYCO,1.0,India Glycols,,,,5.0,,ES,EQ,INDIA GLYCOLS LTD
152730,NSE,E,15214,EQUITY,0,DVL,1.0,Dhunseri Ventures,,,,5.0,,ES,EQ,DHUNSERI VENTURES LIMITED
152732,NSE,E,15219,EQUITY,0,PATINTLOG,1.0,Patel Integrated Logistic,,,,5.0,,ES,EQ,PATEL INT. LOG. LTD
152735,NSE,E,15228,EQUITY,0,UJJIVANSFB,1.0,Ujjivan Small Finance Bank,,,,5.0,,ES,EQ,UJJIVAN SMALL FINANC BANK
152738,NSE,E,15232,EQUITY,0,SKIL,1.0,SKIL Infrastructure,,,,5.0,,ES,BE,SKIL INFRASTRUCTURE LTD.
152739,NSE,E,15234,EQUITY,0,AMBIKCO,1.0,Ambika Cotton Mill,,,,5.0,,ES,EQ,AMBIKA COTTON MILL LTD.
152742,NSE,E,15243,EQUITY,0,BIRLAMONEY,1.0,Aditya Birla Money,,,,5.0,,ES,BE,ADITYA BIRLA MONEY LTD
152743,NSE,E,15244,EQUITY,0,KAVVERITEL,1.0,Kavveri Telecom Products,,,,5.0,,ES,EQ,KAVVERI TEL. LTD.
152749,NSE,E,15254,EQUITY,0,CEATLTD,1.0,CEAT,,,,5.0,,ES,EQ,CEAT LIMITED
152752,NSE,E,15261,EQUITY,0,RPOWER,1.0,Reliance Power,,,,5.0,,ES,BE,RELIANCE POWER LTD.
152756,NSE,E,15266,EQUITY,0,JKIL,1.0,J Kumar Infraprojects,,,,5.0,,ES,EQ,JKUMAR INFR.LTD.
152759,NSE,E,15275,EQUITY,0,CORDSCABLE,1.0,Cords Cable Industries,,,,5.0,,ES,BE,CORDS CABLE INDUS LTD.
152760,NSE,E,15278,EQUITY,0,ONMOBILE,1.0,OnMobile Global,,,,5.0,,ES,EQ,ONMOBILE GLOBAL LTD.
152762,NSE,E,15283,EQUITY,0,KNRCON,1.0,KNR Constructions,,,,5.0,,ES,EQ,KNR CONSTRU LTD.
152763,NSE,E,15285,EQUITY,0,QUICKTOUCH,500.0,Quicktouch Technologies,,,,5.0,,ES,SM,QUICKTOUCH TECHNOLOGIES L
152764,NSE,E,15288,EQUITY,0,HERCULES,1.0,Hercules Hoists,,,,5.0,,ES,EQ,HERCULES HOI. LTD.
152765,NSE,E,15295,EQUITY,0,VIRINCHI,1.0,Virinchi,,,,5.0,,ES,EQ,VIRINCHI LIMITED
152766,NSE,E,1530,EQUITY,0,INDIANHUME,1.0,Indian Hume Pipe,,,,5.0,,ES,EQ,INDIAN HUME PIPE CO. LTD.
152767,NSE,E,15307,EQUITY,0,BANG,1.0,Bang Overseas,,,,5.0,,ES,BE,BANG OVERSEAS LTD.
152768,NSE,E,15308,EQUITY,0,SEPC,1.0,Shriram EPC,,,,5.0,,ES,EQ,SEPC LIMITED
152772,NSE,E,15313,EQUITY,0,IRB,1.0,IRB Infrastructure Developers,,,,5.0,,ES,EQ,IRB INFRA DEV LTD.
152781,NSE,E,15332,EQUITY,0,NMDC,1.0,NMDC,,,,5.0,,ES,EQ,NMDC LTD.
152783,NSE,E,15337,EQUITY,0,RAIN,1.0,Rain Industries,,,,5.0,,ES,EQ,RAIN INDUSTRIES LIMITED
152785,NSE,E,15342,EQUITY,0,SHALPAINTS,1.0,Shalimar Paints,,,,5.0,,ES,EQ,SHALIM PAINTS LTD
152786,NSE,E,15343,EQUITY,0,SADHNANIQ,1.0,Sadhana Nitrochem,,,,5.0,,ES,EQ,SADHANA NITROCHEM LIMITED
152788,NSE,E,15351,EQUITY,0,GSS,1.0,GSS Infotech,,,,5.0,,ES,BE,GSS INFOTECH LIMITED
152789,NSE,E,15355,EQUITY,0,RECLTD,1.0,Rural Electrification Corporation,,,,5.0,,ES,EQ,REC LIMITED
152791,NSE,E,15360,EQUITY,0,NAHARCAP,1.0,Nahar Capital & Financial Services,,,,5.0,,ES,EQ,NAHAR CAP & FIN.
152792,NSE,E,15362,EQUITY,0,VGUARD,1.0,V-Guard Industries,,,,5.0,,ES,EQ,V-GUARD IND LTD.
152799,NSE,E,15377,EQUITY,0,PDMJEPAPER,1.0,Pudumjee Paper Products,,,,5.0,,ES,EQ,PUDUMJEE PAPER PRO. LTD
152800,NSE,E,15380,EQUITY,0,MANKIND,1.0,Mankind Pharma,,,,5.0,,ES,EQ,MANKIND PHARMA LIMITED
152801,NSE,E,15384,EQUITY,0,DHANI,1.0,Dhani Services,,,,5.0,,ES,EQ,DHANI SERVICES LIMITED
152802,NSE,E,15391,EQUITY,0,RACE,1.0,Race Eco Chain,,,,5.0,,ES,EQ,RACE ECO CHAIN LIMITED
152803,NSE,E,15399,EQUITY,0,EIHAHOTELS,1.0,EIH Associated Hotels,,,,5.0,,ES,EQ,EIH ASSOCIATED HOTELS LTD
152804,NSE,E,154,EQUITY,0,APCOTEXIND,1.0,Apcotex Industries,,,,5.0,,ES,EQ,APCOTEX INDUSTRIES LIMITE
152805,NSE,E,15404,EQUITY,0,ATAM,1.0,Atam Valves,,,,5.0,,ES,EQ,ATAM VALVES LIMITED
152806,NSE,E,15409,EQUITY,0,NESCO,1.0,Nesco,,,,5.0,,ES,EQ,NESCO LTD.
152807,NSE,E,15414,EQUITY,0,TITAGARH,1.0,Titagarh Rail Systems,,,,5.0,,ES,EQ,TITAGARH RAIL SYSTEMS LTD
152808,NSE,E,15419,EQUITY,0,DPSCLTD,1.0,DPSC,,,,5.0,,ES,EQ,DPSC LIMITED
152809,NSE,E,15420,EQUITY,0,ACL,1.0,Andhra Cements,,,,5.0,,ES,EQ,ANDHRA CEMENTS LIMITED
152811,NSE,E,15449,EQUITY,0,DENEERS,600.0,De Neers Tools,,,,5.0,,ES,SM,DE NEERS TOOLS LIMITED
152812,NSE,E,1547,EQUITY,0,RKEC,1.0,RKEC Projects,,,,5.0,,ES,EQ,RKEC PROJECTS LIMITED
152820,NSE,E,15555,EQUITY,0,HCG,1.0,Healthcare Global Enterprises,,,,5.0,,ES,EQ,HEALTHCARE GLOB. ENT. LTD
152823,NSE,E,15589,EQUITY,0,AVG,1.0,AVG Logistics,,,,5.0,,ES,EQ,AVG LOGISTICS LIMITED
152824,NSE,E,15649,EQUITY,0,ATALREAL,1.0,ATAL REALTECH LIMITED,,,,5.0,,ES,EQ,ATAL REALTECH LIMITED
152825,NSE,E,157,EQUITY,0,APOLLOHOSP,1.0,Apollo Hospitals,,,,5.0,,ES,EQ,APOLLO HOSPITALS ENTER. L
152826,NSE,E,1570,EQUITY,0,GMMPFAUDLR,1.0,GMM Pfaudler,,,,5.0,,ES,EQ,GMM PFAUDLER LIMITED
152828,NSE,E,1572,EQUITY,0,RVHL,1.0,Ravinder Heights,,,,5.0,,ES,BE,RAVINDER HEIGHTS LIMITED
152829,NSE,E,15730,EQUITY,0,PIGL,1.0,Power & Instrumentation,,,,5.0,,ES,BE,POWER INSTRUMENT (G) LTD
152834,NSE,E,1576,EQUITY,0,GILLETTE,1.0,Gillette,,,,5.0,,ES,EQ,GILLETTE INDIA LTD
152840,NSE,E,15848,EQUITY,0,LATTEYS,1.0,Latteys Industries,,,,5.0,,ES,BE,LATTEYS INDUSTRIES LTD
152841,NSE,E,1586,EQUITY,0,TARC,1.0,Anant Raj Global,,,,5.0,,ES,BE,TARC LIMITED
152842,NSE,E,15869,EQUITY,0,AUROIMPEX,1600.0,Auro Impex  & Chemicals,,,,5.0,,ES,SM,AURO IMPEX & CHEMICALS L
152843,NSE,E,15883,EQUITY,0,HINDWAREAP,1.0,Hindware Home Innovation,,,,5.0,,ES,EQ,HINDWARE HME INOVATON LTD
152844,NSE,E,159,EQUITY,0,MILTON,4400.0,Milton Industries,,,,5.0,,ES,SM,MILTON INDUSTRIES LIMITED
152845,NSE,E,1593,EQUITY,0,MGEL,1.0,MANGALAM GLOBAL ENT LTD,,,,5.0,,ES,EQ,MANGALAM GLOBAL ENT LTD
152846,NSE,E,1594,EQUITY,0,INFY,1.0,Infosys,,,,5.0,,ES,EQ,INFOSYS LIMITED
152848,NSE,E,1597,EQUITY,0,INGERRAND,1.0,Ingersoll Rand,,,,5.0,,ES,EQ,INGERSOLL-RAND INDIA LTD
152854,NSE,E,16045,EQUITY,0,PRINCEPIPE,1.0,Prince Pipes & Fittings,,,,5.0,,ES,EQ,PRINCE PIPES FITTINGS LTD
152863,NSE,E,1610,EQUITY,0,GODHA,1.0,GODHA CABCON INSULAT LTD,,,,5.0,,ES,BE,GODHA CABCON INSULAT LTD
152865,NSE,E,16133,EQUITY,0,KRISHCA,500.0,Krishca Strapping Solutions,,,,5.0,,ES,SM,KRISHCA STRAPPING SLTN L
152866,NSE,E,1614,EQUITY,0,FAIRCHEMOR,1.0,Fairchem Organics,,,,5.0,,ES,EQ,FAIRCHEM ORGANICS LIMITED
152867,NSE,E,16154,EQUITY,0,REMUS,25.0,Remus Pharmaceuticals,,,,5.0,,ES,SM,REMUS PHARMACEUTICALS L
152868,NSE,E,16178,EQUITY,0,BHARATWIRE,1.0,Bharat Wire Ropes,,,,5.0,,ES,BE,BHARAT WIRE ROPES LTD.
152869,NSE,E,16201,EQUITY,0,PAVNAIND,1.0,Pavna Industries,,,,5.0,,ES,BE,PAVNA INDUSTRIES LIMITED
